segment_id,route_segment,corridor,is_tent,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_det,n_chargers_abm,n_chargers_stoch,delta_seasonal,delta_mc_noise,simulated_charging_rate,capacity_kw_abm
726,A-31,Mediterranean,True,1403.3,2.5,4,8,8,4,0,0.1115,1200
727,A-31,Mediterranean,True,664.1,2.5,4,4,5,0,1,0.1375,600
728,A-31,Mediterranean,True,1455.2,2.5,4,9,8,5,-1,0.116,1350
729,A-31,Mediterranean,True,1427.5,2.5,4,8,9,4,1,0.1255,1200
730,A-31,Mediterranean,True,1812.8,2.5,5,11,12,6,1,0.1375,1650
731,A-32,Mediterranean,True,372.9,2.5,4,4,4,0,0,0.1235,600
732,A-32,Mediterranean,True,199.1,2.5,4,4,4,0,0,0.1255,600
733,A-32,Mediterranean,True,79.3,2.5,4,4,4,0,0,0.1305,600
734,A-33,Mediterranean,False,389.5,2.5,2,3,3,1,0,0.1245,450
735,A-35,Mediterranean,False,837.5,2.5,2,5,6,3,1,0.1335,750
736,A-35,Mediterranean,True,837.5,2.5,4,5,5,1,0,0.1165,750
737,A-35,Mediterranean,False,837.5,2.5,2,5,5,3,0,0.1155,750
738,A-38,Mediterranean,False,858.1,2.5,2,5,6,3,1,0.132,750
739,A-38,Mediterranean,False,1107.3,2.5,3,7,7,4,0,0.1285,1050
740,A-4,Standard,False,5443.6,1.0,12,12,12,0,0,0.139,1800
741,A-4,Standard,True,4764.9,1.0,11,11,11,0,0,0.1225,1650
742,A-4,Standard,True,1540.0,1.0,4,4,4,0,0,0.1285,600
743,A-4,Standard,True,1057.8,1.0,4,4,4,0,0,0.122,600
744,A-4,Standard,True,865.1,1.0,4,4,4,0,0,0.143,600
745,A-4,Standard,True,896.1,1.0,4,4,4,0,0,0.116,600
746,A-4,Standard,True,958.1,1.0,4,4,4,0,0,0.1295,600
747,A-4,Standard,True,1135.6,1.0,4,4,4,0,0,0.13,600
748,A-4,Standard,True,1931.3,1.0,5,5,5,0,0,0.12,750
749,A-4,Standard,True,1634.4,1.0,4,4,4,0,0,0.1205,600
750,A-4,Standard,False,1135.6,1.0,3,3,3,0,0,0.1235,450
751,A-4,Standard,False,525.2,1.0,2,2,2,0,0,0.1155,300
752,A-4,Standard,False,1135.6,1.0,3,3,3,0,0,0.1165,450
753,A-4,Standard,True,423.6,1.0,4,4,4,0,0,0.135,600
754,A-4,Standard,True,1475.5,1.0,4,4,4,0,0,0.133,600
755,A-40,Standard,False,500.8,1.0,2,2,2,0,0,0.148,300
756,A-40,Standard,False,141.0,1.0,2,2,2,0,0,0.118,300
757,A-40,Standard,False,187.8,1.0,2,2,2,0,0,0.134,300
758,A-40,Standard,False,221.5,1.0,2,2,2,0,0,0.116,300
759,A-41,Standard,False,398.9,1.0,2,2,2,0,0,0.1195,300
760,A-41,Standard,True,398.9,1.0,4,4,4,0,0,0.1145,600
761,A-42,Standard,False,3079.5,1.0,7,7,7,0,0,0.1175,1050
762,A-43,Standard,True,439.9,1.0,4,4,4,0,0,0.128,600
763,A-43,Standard,True,397.5,1.0,4,4,4,0,0,0.1185,600
764,A-43,Standard,True,437.0,1.0,4,4,4,0,0,0.1285,600
765,A-43,Standard,True,308.7,1.0,4,4,4,0,0,0.1305,600
766,A-44,Standard,True,843.9,1.0,4,4,4,0,0,0.1285,600
767,A-44,Standard,True,938.1,1.0,4,4,4,0,0,0.1255,600
768,A-44,Standard,True,933.1,1.0,4,4,4,0,0,0.1205,600
769,A-44,Standard,False,525.1,1.0,2,2,2,0,0,0.1295,300
770,A-44,Standard,False,933.1,1.0,3,3,3,0,0,0.121,450
771,A-44,Standard,True,1149.1,1.0,4,4,4,0,0,0.12,600
772,A-45,Standard,True,686.6,1.0,4,4,4,0,0,0.141,600
773,A-45,Standard,True,1093.2,1.0,4,4,4,0,0,0.1265,600
774,A-45,Standard,True,1527.9,1.0,4,4,4,0,0,0.1375,600
775,A-45,Standard,True,1093.2,1.0,4,4,4,0,0,0.1145,600
776,A-45,Standard,False,1093.2,1.0,3,3,3,0,0,0.1195,450
777,A-48,Standard,False,1358.0,1.0,4,4,4,0,0,0.1275,600
778,A-49,Standard,True,2234.6,1.0,5,5,6,0,1,0.1215,750
779,A-49,Standard,True,608.8,1.0,4,4,4,0,0,0.126,600
780,A-4A,Standard,False,71.6,1.0,2,2,2,0,0,0.1095,300
781,A-4R1,Standard,False,245.9,1.0,2,2,2,0,0,0.119,300
782,A-4R2,Standard,False,245.9,1.0,2,2,2,0,0,0.135,300
783,A-5,Standard,False,850.5,1.0,2,2,2,0,0,0.124,300
784,A-5,Standard,True,2553.2,1.0,6,6,7,0,1,0.1285,900
785,A-5,Standard,True,3010.9,1.0,7,7,7,0,0,0.113,1050
786,A-5,Standard,True,1514.7,1.0,4,4,4,0,0,0.109,600
787,A-5,Standard,True,975.7,1.0,4,4,4,0,0,0.1315,600
788,A-5,Standard,True,537.9,1.0,4,4,4,0,0,0.136,600
789,A-5,Standard,True,416.5,1.0,4,4,4,0,0,0.1285,600
790,A-5,Standard,True,690.7,1.0,4,4,4,0,0,0.1115,600
791,A-5,Standard,True,983.1,1.0,4,4,4,0,0,0.123,600
792,A-5,Standard,True,756.3,1.0,4,4,4,0,0,0.1215,600
793,A-5,Standard,True,850.5,1.0,4,4,4,0,0,0.1305,600
794,A-5,Standard,True,487.7,1.0,4,4,4,0,0,0.1095,600
795,A-5,Standard,True,850.5,1.0,4,4,4,0,0,0.1235,600
796,A-50,Standard,True,364.7,1.0,4,4,4,0,0,0.1305,600
797,A-50,Standard,True,587.4,1.0,4,4,4,0,0,0.114,600
798,A-50,Standard,True,476.0,1.0,4,4,4,0,0,0.137,600
799,A-52,Standard,False,728.3,1.0,2,2,2,0,0,0.135,300
800,A-52,Standard,True,388.6,1.0,4,4,4,0,0,0.125,600
801,A-52,Standard,True,603.3,1.0,4,4,4,0,0,0.1255,600
802,A-52,Standard,True,1204.0,1.0,4,4,4,0,0,0.1235,600
803,A-52,Standard,True,853.3,1.0,4,4,4,0,0,0.1275,600
804,A-52,Standard,False,728.3,1.0,2,2,2,0,0,0.125,300
805,A-54,Standard,True,203.3,1.0,4,4,4,0,0,0.1285,600
806,A-54,Standard,True,325.2,1.0,4,4,4,0,0,0.1215,600
807,A-54,Standard,True,325.2,1.0,4,4,4,0,0,0.1115,600
808,A-54,Standard,True,762.6,1.0,4,4,4,0,0,0.1295,600
809,A-54,Standard,True,325.2,1.0,4,4,4,0,0,0.126,600
810,A-55,Standard,True,1563.4,1.0,4,4,4,0,0,0.119,600
811,A-55,Standard,True,1491.6,1.0,4,4,4,0,0,0.122,600
812,A-55,Standard,True,2604.8,1.0,6,6,6,0,0,0.114,900
813,A-55,Standard,True,1635.3,1.0,4,4,5,0,1,0.1445,600
814,A-8,Atlantic,True,847.4,1.5,4,4,4,0,0,0.129,600
815,A-8,Atlantic,True,1982.7,1.5,5,7,8,2,1,0.1295,1050
816,A-8,Atlantic,True,2560.0,1.5,6,9,9,3,0,0.1255,1350
817,A-8,Atlantic,True,936.5,1.5,4,4,4,0,0,0.13,600
818,A-8,Atlantic,True,840.9,1.5,4,4,4,0,0,0.1215,600
819,A-8,Atlantic,True,844.2,1.5,4,4,4,0,0,0.1305,600
820,A-8,Atlantic,True,538.7,1.5,4,4,4,0,0,0.1245,600
821,A-8,Atlantic,True,477.0,1.5,4,4,4,0,0,0.126,600
822,A-8,Atlantic,True,411.0,1.5,4,4,4,0,0,0.1385,600
823,A-8,Atlantic,True,369.5,1.5,4,4,4,0,0,0.13,600
824,A-8,Atlantic,True,328.2,1.5,4,4,4,0,0,0.1305,600
825,A-8,Atlantic,True,387.7,1.5,4,4,4,0,0,0.1315,600
826,A-91,Standard,True,468.7,1.0,4,4,4,0,0,0.127,600
827,A-92,Standard,True,545.9,1.0,4,4,4,0,0,0.1425,600
828,A-92,Standard,True,545.9,1.0,4,4,4,0,0,0.1195,600
829,A-92,Standard,True,545.9,1.0,4,4,4,0,0,0.1335,600
830,A-92,Standard,True,545.9,1.0,4,4,4,0,0,0.1215,600
831,A-92,Standard,True,545.9,1.0,4,4,4,0,0,0.1345,600
832,A-92,Standard,True,545.9,1.0,4,4,4,0,0,0.1325,600
833,A-92,Standard,False,545.9,1.0,2,2,2,0,0,0.1315,300
834,AP-1,Standard,True,1048.3,1.0,4,4,4,0,0,0.121,600
835,AP-1,Standard,True,1048.3,1.0,4,4,4,0,0,0.123,600
836,AP-1,Standard,True,1048.3,1.0,4,4,4,0,0,0.142,600
837,AP-1,Standard,True,1048.3,1.0,4,4,4,0,0,0.1225,600
838,AP-1,Standard,False,1048.3,1.0,3,3,3,0,0,0.1315,450
839,AP-2,Standard,False,591.4,1.0,2,2,2,0,0,0.1225,300
840,AP-2,Standard,True,637.3,1.0,4,4,4,0,0,0.1275,600
841,AP-2,Standard,True,545.5,1.0,4,4,4,0,0,0.125,600
842,AP-36,Standard,False,136.9,1.0,2,2,2,0,0,0.126,300
843,AP-36,Standard,False,367.9,1.0,2,2,2,0,0,0.1235,300
844,AP-4,Mediterranean,True,1169.2,2.5,4,7,7,3,0,0.1245,1050
845,AP-4,Mediterranean,True,1230.7,2.5,4,7,7,3,0,0.119,1050
846,AP-4,Mediterranean,True,848.2,2.5,4,5,6,1,1,0.1345,750
847,AP-4,Mediterranean,False,1169.2,2.5,3,7,8,4,1,0.147,1050
848,AP-41,Mediterranean,False,62.6,2.5,2,2,2,0,0,0.136,300
849,AP-46,Mediterranean,False,588.1,2.5,2,4,4,2,0,0.137,600
850,AP-4A,Mediterranean,False,1172.0,2.5,3,7,7,4,0,0.122,1050
851,AP-51,Standard,True,401.5,1.0,4,4,4,0,0,0.113,600
852,AP-53,Standard,False,351.8,1.0,2,2,2,0,0,0.1185,300
853,AP-6,Standard,False,995.0,1.0,3,3,3,0,0,0.117,450
854,AP-6,Standard,True,1368.1,1.0,4,4,4,0,0,0.1155,600
855,AP-6,Standard,True,995.0,1.0,4,4,4,0,0,0.112,600
856,AP-6,Standard,True,588.1,1.0,4,4,4,0,0,0.111,600
857,AP-61,Standard,False,374.0,1.0,2,2,2,0,0,0.134,300
858,AP-66,Atlantic,True,334.1,1.5,4,4,4,0,0,0.1145,600
859,AP-68,Standard,True,1112.0,1.0,4,4,4,0,0,0.1335,600
860,AP-68,Standard,True,993.6,1.0,4,4,4,0,0,0.1365,600
861,AP-68,Standard,True,429.6,1.0,4,4,4,0,0,0.1285,600
862,AP-68,Standard,True,303.7,1.0,4,4,4,0,0,0.126,600
863,AP-68,Standard,True,441.5,1.0,4,4,4,0,0,0.12,600
864,AP-68,Standard,True,474.7,1.0,4,4,4,0,0,0.118,600
865,AP-68,Standard,True,491.2,1.0,4,4,4,0,0,0.118,600
866,AP-68,Standard,True,606.8,1.0,4,4,4,0,0,0.127,600
867,AP-68,Standard,True,482.9,1.0,4,4,4,0,0,0.1255,600
868,AP-68,Standard,True,482.9,1.0,4,4,4,0,0,0.138,600
869,AP-71,Mediterranean,False,235.6,2.5,2,2,2,0,0,0.14,300
870,AP-71,Mediterranean,False,235.6,2.5,2,2,2,0,0,0.1235,300
871,AP-7N,Mediterranean,False,1220.1,2.5,3,7,7,4,0,0.122,1050
872,AP-7N,Mediterranean,True,1743.7,2.5,4,10,11,6,1,0.1255,1500
873,AP-7N,Mediterranean,True,2830.6,2.5,7,12,12,5,0,0.125,1800
874,AP-7N,Mediterranean,True,5009.8,2.5,12,12,12,0,0,0.108,1800
875,AP-7N,Mediterranean,True,4301.4,2.5,10,12,12,2,0,0.124,1800
876,AP-7N,Mediterranean,True,3310.9,2.5,8,12,12,4,0,0.1175,1800
877,AP-7N,Mediterranean,True,2645.7,2.5,6,12,12,6,0,0.125,1800
878,AP-7N,Mediterranean,True,1911.0,2.5,5,11,12,6,1,0.125,1650
879,AP-7N,Mediterranean,True,1210.3,2.5,4,7,7,3,0,0.1235,1050
880,AP-7N,Mediterranean,True,1138.9,2.5,4,7,7,3,0,0.1235,1050
881,AP-7N,Mediterranean,True,1070.4,2.5,4,6,7,2,1,0.13,900
882,AP-7N,Mediterranean,True,1482.7,2.5,4,9,10,5,1,0.1455,1350
883,AP-7N,Mediterranean,True,2593.6,2.5,6,12,12,6,0,0.122,1800
884,AP-7N,Mediterranean,True,1199.3,2.5,4,7,7,3,0,0.123,1050
885,AP-7N,Mediterranean,True,1356.0,2.5,4,8,8,4,0,0.1165,1200
886,AP-7N,Mediterranean,True,621.8,2.5,4,4,4,0,0,0.131,600
887,AP-7N,Mediterranean,False,688.6,2.5,2,4,5,2,1,0.132,600
888,N-1,Standard,False,118.6,1.0,2,2,2,0,0,0.126,300
889,N-1,Standard,False,225.4,1.0,2,2,2,0,0,0.1205,300
890,N-1,Standard,False,116.2,1.0,2,2,2,0,0,0.1365,300
891,N-1,Standard,False,18.7,1.0,2,2,2,0,0,0.119,300
892,N-1,Standard,False,4.3,1.0,2,2,2,0,0,0.1165,300
893,N-1,Standard,False,10.4,1.0,2,2,2,0,0,0.126,300
894,N-1,Standard,False,44.2,1.0,2,2,2,0,0,0.126,300
895,N-120,Standard,False,352.5,1.0,2,2,2,0,0,0.1215,300
896,N-120,Standard,False,196.3,1.0,2,2,2,0,0,0.127,300
897,N-120,Standard,False,42.7,1.0,2,2,2,0,0,0.113,300
898,N-120,Standard,False,72.4,1.0,2,2,2,0,0,0.121,300
899,N-120,Standard,False,463.4,1.0,2,2,2,0,0,0.128,300
900,N-120A,Standard,False,84.0,1.0,2,2,2,0,0,0.1235,300
901,N-120A,Standard,False,84.0,1.0,2,2,2,0,0,0.1185,300
902,N-120A,Standard,False,115.6,1.0,2,2,2,0,0,0.1175,300
903,N-120A,Standard,False,84.0,1.0,2,2,2,0,0,0.132,300
904,N-120A,Standard,False,52.5,1.0,2,2,2,0,0,0.129,300
905,N-120A,Standard,False,84.0,1.0,2,2,2,0,0,0.12,300
906,N-121,Standard,False,216.7,1.0,2,2,2,0,0,0.1305,300
907,N-121,Standard,False,216.7,1.0,2,2,2,0,0,0.126,300
908,N-121,Standard,False,216.7,1.0,2,2,2,0,0,0.124,300
909,N-122,Standard,False,247.1,1.0,2,2,2,0,0,0.1315,300
910,N-122,Standard,False,45.0,1.0,2,2,2,0,0,0.1295,300
911,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.117,300
912,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.129,300
913,N-122,Standard,True,211.5,1.0,4,4,4,0,0,0.1245,600
914,N-122,Standard,False,134.5,1.0,2,2,2,0,0,0.109,300
915,N-122,Standard,False,51.8,1.0,2,2,2,0,0,0.133,300
916,N-122,Standard,False,148.9,1.0,2,2,2,0,0,0.128,300
917,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.1165,300
918,N-122,Standard,False,245.7,1.0,2,2,2,0,0,0.122,300
919,N-122,Standard,False,17.8,1.0,2,2,2,0,0,0.131,300
920,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.134,300
921,N-122,Standard,False,112.6,1.0,2,2,2,0,0,0.1125,300
922,N-122,Standard,False,305.5,1.0,2,2,2,0,0,0.118,300
923,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.116,300
924,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.1385,300
925,N-122,Standard,True,145.7,1.0,4,4,4,0,0,0.1205,600
926,N-122,Standard,False,145.7,1.0,2,2,2,0,0,0.116,300
927,N-122A,Standard,False,45.0,1.0,2,2,2,0,0,0.129,300
928,N-122A,Standard,False,47.9,1.0,2,2,2,0,0,0.123,300
929,N-122A,Standard,False,42.1,1.0,2,2,2,0,0,0.1325,300
930,N-123,Standard,False,201.2,1.0,2,2,2,0,0,0.1165,300
931,N-123A,Standard,False,83.3,1.0,2,2,2,0,0,0.132,300
932,N-123B,Standard,False,245.9,1.0,2,2,2,0,0,0.134,300
933,N-124,Standard,False,307.4,1.0,2,2,2,0,0,0.138,300
934,N-124,Standard,False,307.4,1.0,2,2,2,0,0,0.13,300
935,N-1A,Standard,False,8.0,1.0,2,2,2,0,0,0.1405,300
936,N-1A,Standard,False,6.5,1.0,2,2,2,0,0,0.119,300
937,N-1A,Standard,False,149.1,1.0,2,2,2,0,0,0.132,300
938,N-1R,Standard,False,397.5,1.0,2,2,2,0,0,0.134,300
939,N-2,Standard,False,30.4,1.0,2,2,2,0,0,0.1335,300
940,N-2,Standard,False,5.2,1.0,2,2,2,0,0,0.1195,300
941,N-2,Standard,False,284.7,1.0,2,2,2,0,0,0.123,300
942,N-2,Standard,False,21.6,1.0,2,2,2,0,0,0.116,300
943,N-2,Standard,False,284.7,1.0,2,2,2,0,0,0.1315,300
944,N-2,Standard,False,33.0,1.0,2,2,2,0,0,0.1325,300
945,N-2,Standard,False,53.7,1.0,2,2,2,0,0,0.1275,300
946,N-2,Standard,False,2.8,1.0,2,2,2,0,0,0.129,300
947,N-2,Standard,False,503.3,1.0,2,2,2,0,0,0.1285,300
948,N-2,Standard,False,246.3,1.0,2,2,2,0,0,0.1315,300
949,N-2,Standard,False,230.2,1.0,2,2,2,0,0,0.1195,300
950,N-2,Standard,True,1989.2,1.0,5,5,5,0,0,0.132,750
951,N-2,Standard,True,284.7,1.0,4,4,4,0,0,0.123,600
952,N-2,Standard,False,882.7,1.0,2,2,3,0,1,0.1235,300
953,N-2,Standard,False,444.8,1.0,2,2,2,0,0,0.137,300
954,N-2,Standard,False,634.1,1.0,2,2,2,0,0,0.1215,300
955,N-2,Standard,False,284.7,1.0,2,2,2,0,0,0.134,300
956,N-2,Standard,False,530.5,1.0,2,2,2,0,0,0.1305,300
957,N-2,Standard,False,778.5,1.0,2,2,2,0,0,0.124,300
958,N-2,Standard,False,284.7,1.0,2,2,2,0,0,0.1315,300
959,N-2,Standard,False,284.7,1.0,2,2,2,0,0,0.1355,300
960,N-2,Standard,False,323.1,1.0,2,2,2,0,0,0.131,300
961,N-204,Standard,False,50.4,1.0,2,2,2,0,0,0.129,300
962,N-211,Standard,False,79.7,1.0,2,2,2,0,0,0.132,300
963,N-211,Standard,False,89.6,1.0,2,2,2,0,0,0.13,300
964,N-211,Standard,False,150.4,1.0,2,2,2,0,0,0.1295,300
965,N-211A,Standard,False,5.6,1.0,2,2,2,0,0,0.1175,300
966,N-211A,Standard,False,5.6,1.0,2,2,2,0,0,0.1255,300
967,N-232A,Standard,False,7.9,1.0,2,2,2,0,0,0.131,300
968,N-232A,Standard,False,7.9,1.0,2,2,2,0,0,0.1275,300
969,N-232B,Standard,False,26.9,1.0,2,2,2,0,0,0.1225,300
970,N-234,Standard,False,237.8,1.0,2,2,2,0,0,0.1365,300
971,N-234,Standard,False,82.2,1.0,2,2,2,0,0,0.1265,300
972,N-234,Standard,False,7.1,1.0,2,2,2,0,0,0.131,300
973,N-234,Standard,False,82.2,1.0,2,2,2,0,0,0.129,300
974,N-234,Standard,False,82.2,1.0,2,2,2,0,0,0.1195,300
975,N-234,Standard,False,36.7,1.0,2,2,2,0,0,0.1225,300
976,N-234,Standard,False,53.6,1.0,2,2,2,0,0,0.1285,300
977,N-234,Standard,False,17.0,1.0,2,2,2,0,0,0.1325,300
978,N-234,Standard,False,127.5,1.0,2,2,2,0,0,0.1255,300
979,N-234,Standard,False,82.2,1.0,2,2,2,0,0,0.112,300
980,N-234,Standard,False,87.9,1.0,2,2,2,0,0,0.1335,300
981,N-234,Standard,False,153.4,1.0,2,2,2,0,0,0.12,300
982,N-234A,Standard,False,4.7,1.0,2,2,2,0,0,0.1215,300
983,N-234A,Standard,False,10.2,1.0,2,2,2,0,0,0.1285,300
984,N-234A,Standard,False,15.7,1.0,2,2,2,0,0,0.1195,300
985,N-235,Standard,False,582.6,1.0,2,2,2,0,0,0.1245,300
986,N-238,Standard,False,201.5,1.0,2,2,2,0,0,0.1175,300
987,N-240,Standard,False,903.1,1.0,3,3,3,0,0,0.129,450
988,N-240,Standard,False,371.9,1.0,2,2,2,0,0,0.1275,300
989,N-240,Standard,False,199.4,1.0,2,2,2,0,0,0.109,300
990,N-240,Standard,False,250.0,1.0,2,2,2,0,0,0.132,300
991,N-240,Standard,False,300.7,1.0,2,2,2,0,0,0.133,300
992,N-240,Standard,False,350.0,1.0,2,2,2,0,0,0.129,300
993,N-240,Standard,False,52.9,1.0,2,2,2,0,0,0.132,300
994,N-320A,Standard,False,10.3,1.0,2,2,2,0,0,0.128,300
995,N-320A,Standard,False,19.0,1.0,2,2,2,0,0,0.13,300
996,N-322,Standard,False,104.4,1.0,2,2,2,0,0,0.1185,300
997,N-322,Standard,True,104.4,1.0,4,4,4,0,0,0.1315,600
998,N-322,Standard,True,40.4,1.0,4,4,4,0,0,0.1335,600
999,N-322,Standard,False,171.0,1.0,2,2,2,0,0,0.1265,300
1000,N-322,Standard,False,250.7,1.0,2,2,2,0,0,0.1245,300
1001,N-322,Standard,False,100.7,1.0,2,2,2,0,0,0.121,300
1002,N-322,Standard,False,104.4,1.0,2,2,2,0,0,0.1225,300
1003,N-322,Standard,True,274.0,1.0,4,4,4,0,0,0.12,600
1004,N-322,Standard,True,559.2,1.0,4,4,4,0,0,0.118,600
1005,N-322,Standard,False,90.6,1.0,2,2,2,0,0,0.121,300
1006,N-322,Standard,False,65.8,1.0,2,2,2,0,0,0.132,300
1007,N-322A,Standard,False,4.5,1.0,2,2,2,0,0,0.1255,300
1008,N-322A,Standard,False,112.2,1.0,2,2,2,0,0,0.1205,300
1009,N-322A,Standard,False,44.1,1.0,2,2,2,0,0,0.1245,300
1010,N-322A,Standard,False,58.0,1.0,2,2,2,0,0,0.136,300
1011,N-322A,Standard,False,6.7,1.0,2,2,2,0,0,0.1285,300
1012,N-323,Standard,False,192.7,1.0,2,2,2,0,0,0.113,300
1013,N-323,Standard,False,192.7,1.0,2,2,2,0,0,0.1265,300
1014,N-323,Standard,False,192.7,1.0,2,2,2,0,0,0.1155,300
1015,N-323,Standard,False,192.7,1.0,2,2,2,0,0,0.1265,300
1016,N-323,Standard,False,73.3,1.0,2,2,2,0,0,0.1185,300
1017,N-330,Standard,False,178.3,1.0,2,2,2,0,0,0.122,300
1018,N-330,Standard,True,277.7,1.0,4,4,4,0,0,0.1225,600
1019,N-330,Standard,True,30.8,1.0,4,4,4,0,0,0.14,600
1020,N-330,Standard,True,93.2,1.0,4,4,4,0,0,0.124,600
1021,N-330,Standard,True,132.3,1.0,4,4,4,0,0,0.1365,600
1022,N-330A,Standard,False,21.4,1.0,2,2,2,0,0,0.125,300
1023,N-330A,Standard,False,15.4,1.0,2,2,2,0,0,0.123,300
1024,N-330A,Standard,False,28.5,1.0,2,2,2,0,0,0.12,300
1025,N-330A,Standard,False,11.5,1.0,2,2,2,0,0,0.124,300
1026,N-330A,Standard,False,10.2,1.0,2,2,2,0,0,0.122,300
1027,N-330A,Standard,False,21.4,1.0,2,2,2,0,0,0.1225,300
1028,N-330A,Standard,False,21.4,1.0,2,2,2,0,0,0.12,300
1029,N-330A,Standard,False,21.4,1.0,2,2,2,0,0,0.133,300
1030,N-330A,Standard,False,0.8,1.0,2,2,2,0,0,0.1295,300
1031,N-330A,Standard,False,44.7,1.0,2,2,2,0,0,0.1315,300
1032,N-330A,Standard,False,202.2,1.0,2,2,2,0,0,0.1385,300
1033,N-330A,Standard,False,21.4,1.0,2,2,2,0,0,0.124,300
1034,N-330A,Standard,False,27.3,1.0,2,2,2,0,0,0.1275,300
1035,N-330B,Standard,False,19.0,1.0,2,2,2,0,0,0.1345,300
1036,N-331,Standard,False,49.5,1.0,2,2,2,0,0,0.143,300
1037,N-331,Standard,False,227.3,1.0,2,2,2,0,0,0.124,300
1038,N-331,Standard,False,93.9,1.0,2,2,2,0,0,0.113,300
1039,N-331,Standard,False,28.7,1.0,2,2,2,0,0,0.1305,300
1040,N-331,Standard,False,21.5,1.0,2,2,2,0,0,0.132,300
1041,N-331,Standard,False,12.1,1.0,2,2,2,0,0,0.143,300
1042,N-331,Standard,False,478.7,1.0,2,2,2,0,0,0.123,300
1043,N-331,Standard,False,68.2,1.0,2,2,2,0,0,0.1345,300
1044,N-331R,Standard,False,118.3,1.0,2,2,2,0,0,0.134,300
1045,N-331R,Standard,False,118.3,1.0,2,2,2,0,0,0.1255,300
1046,N-332,Standard,False,397.5,1.0,2,2,2,0,0,0.1345,300
1047,N-332,Standard,False,1245.6,1.0,3,3,3,0,0,0.123,450
1048,N-332,Standard,False,687.7,1.0,2,2,2,0,0,0.137,300
1049,N-332,Standard,False,1093.4,1.0,3,3,3,0,0,0.1235,450
1050,N-332,Standard,False,687.7,1.0,2,2,2,0,0,0.131,300
1051,N-332,Standard,False,1043.7,1.0,3,3,3,0,0,0.1345,450
1052,N-337,Standard,False,519.2,1.0,2,2,2,0,0,0.1225,300
1053,N-337,Standard,False,20.0,1.0,2,2,2,0,0,0.127,300
1054,N-337A,Standard,False,521.5,1.0,2,2,2,0,0,0.1345,300
1055,N-338,Standard,False,1192.9,1.0,3,3,4,0,1,0.136,450
1056,N-338,Standard,True,1257.6,1.0,4,4,4,0,0,0.1295,600
1057,N-339,Standard,False,326.1,1.0,2,2,2,0,0,0.108,300
1058,N-340,Standard,False,165.6,1.0,2,2,2,0,0,0.125,300
1059,N-340,Standard,False,27.7,1.0,2,2,2,0,0,0.126,300
1060,N-340,Standard,False,404.8,1.0,2,2,2,0,0,0.1255,300
1061,N-340,Standard,False,49.2,1.0,2,2,2,0,0,0.127,300
1062,N-340,Standard,False,343.3,1.0,2,2,2,0,0,0.1275,300
1063,N-340,Standard,False,36.8,1.0,2,2,2,0,0,0.123,300
1064,N-340,Standard,False,20.8,1.0,2,2,2,0,0,0.125,300
1065,N-340,Standard,False,212.1,1.0,2,2,2,0,0,0.129,300
1066,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.123,300
1067,N-340,Standard,False,350.4,1.0,2,2,2,0,0,0.1255,300
1068,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.134,300
1069,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.1215,300
1070,N-340,Standard,False,883.6,1.0,2,2,2,0,0,0.12,300
1071,N-340,Standard,False,616.3,1.0,2,2,2,0,0,0.114,300
1072,N-340,Standard,False,353.1,1.0,2,2,2,0,0,0.1365,300
1073,N-340,Standard,False,486.0,1.0,2,2,2,0,0,0.14,300
1074,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.1155,300
1075,N-340A,Standard,False,440.7,1.0,2,2,2,0,0,0.131,300
1076,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.1195,300
1077,N-340A,Standard,True,1247.9,1.0,4,4,4,0,0,0.1285,600
1078,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.134,300
1079,N-340A,Standard,False,620.7,1.0,2,2,2,0,0,0.1345,300
1080,N-340A,Standard,False,99.8,1.0,2,2,2,0,0,0.12,300
1081,N-340A,Standard,False,114.6,1.0,2,2,2,0,0,0.126,300
1082,N-340A,Standard,False,74.4,1.0,2,2,2,0,0,0.1305,300
1083,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.129,300
1084,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.1225,300
1085,N-340A,Standard,False,157.8,1.0,2,2,2,0,0,0.1335,300
1086,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.12,300
1087,N-340A,Standard,False,1604.3,1.0,4,4,4,0,0,0.1165,600
1088,N-340A,Standard,False,292.0,1.0,2,2,2,0,0,0.1245,300
1089,N-340A,Standard,False,365.0,1.0,2,2,2,0,0,0.1285,300
1090,N-340A,Standard,False,452.8,1.0,2,2,2,0,0,0.1095,300
1091,N-340A,Standard,False,407.9,1.0,2,2,2,0,0,0.1465,300
1092,N-340A,Standard,False,165.6,1.0,2,2,2,0,0,0.1295,300
